Epoch number,Epoch spec length,Average test loss,Average train loss
0,1121,0.42458418011665344,0.555147647857666
1,1121,0.5113983154296875,0.4908594489097595
2,1121,0.7052881717681885,0.5025500655174255
3,1121,0.831637442111969,0.508686363697052
4,1121,0.5038744807243347,0.36577656865119934
5,1121,0.6475340127944946,0.5204434990882874
6,1121,0.2866251766681671,0.5204935669898987
7,1121,0.7287173867225647,0.3846445381641388
8,1121,0.5560289025306702,0.5365252494812012
9,1121,0.720816969871521,0.47255152463912964
10,1121,0.8225370645523071,0.5609571933746338
11,1121,0.6007446050643921,0.5884089469909668
12,1121,0.6555233597755432,0.5578781962394714
13,1121,0.5977243781089783,0.4861640930175781
14,1121,0.8125597834587097,0.3364475667476654
15,1121,0.5524280667304993,0.4277856647968292
16,1121,0.5014960169792175,0.5416095852851868
17,1121,0.5656583905220032,0.4702107608318329
18,1121,0.4538656175136566,0.4879249036312103
19,1121,0.5912633538246155,0.5571862459182739
20,1121,0.465302050113678,0.6106055974960327
21,1121,0.5254442095756531,0.4973572790622711
22,1121,0.5031657218933105,0.5100374817848206
23,1121,0.5356910824775696,0.5017027258872986
24,1121,0.73739093542099,0.5610095858573914
25,1121,0.7578967213630676,0.5047821998596191
26,1121,0.5541863441467285,0.4200652837753296
27,1121,0.6030600666999817,0.4191219210624695
28,1121,0.5390499234199524,0.4642816185951233
29,1121,0.7929636836051941,0.5000312924385071
30,1121,0.38173624873161316,0.48033350706100464
31,1121,0.4917202591896057,0.40872544050216675
32,1121,0.4468963146209717,0.4816862940788269
33,1121,0.3177678883075714,0.4720296561717987
34,1121,0.6924561262130737,0.5141037106513977
35,1121,0.5831848382949829,0.5885156989097595
36,1121,0.4384627044200897,0.48701247572898865
37,1121,0.5778337121009827,0.49526622891426086
38,1121,0.5685538649559021,0.37685632705688477
39,1121,0.5274441242218018,0.4450547397136688
40,1121,0.4537239968776703,0.515625536441803
41,1121,0.5352365374565125,0.5182187557220459
42,1121,0.8110775351524353,0.40752488374710083
43,1121,0.40443551540374756,0.4394499361515045
44,1121,0.4978429675102234,0.4817805588245392
45,1121,0.5709525942802429,0.48484688997268677
46,1121,0.3957335650920868,0.433898001909256
47,1121,0.41693851351737976,0.3985626995563507
48,1121,0.6389501094818115,0.3099781572818756
49,1121,0.532010018825531,0.5787967443466187
50,1121,0.6671513319015503,0.33659136295318604
51,1121,0.404214084148407,0.5636621713638306
52,1121,0.6459205150604248,0.4408075213432312
53,1121,0.6588529944419861,0.3482370972633362
54,1121,0.5528806447982788,0.5447925329208374
55,1121,0.3675819933414459,0.510485053062439
56,1121,0.5604182481765747,0.4162256121635437
57,1121,0.690080463886261,0.39026081562042236
58,1121,0.43362078070640564,0.510615885257721
59,1121,0.5256704092025757,0.37121376395225525
60,1121,0.4846571981906891,0.46787288784980774
61,1121,0.32278668880462646,0.4895568788051605
62,1121,0.6394010186195374,0.5214948654174805
63,1121,0.5871456861495972,0.5142144560813904
64,1121,0.3928146958351135,0.5116302967071533
65,1121,0.5413414239883423,0.4065764546394348
66,1121,0.6467858552932739,0.5751091837882996
67,1121,0.44757598638534546,0.3256857991218567
68,1121,0.3961271047592163,0.3812861144542694
69,1121,0.5816345810890198,0.4417112171649933
70,1121,0.4354691803455353,0.5276820063591003
71,1121,0.63039231300354,0.4183565080165863
72,1121,0.5550892949104309,0.49977385997772217
73,1121,0.5347670316696167,0.5118169188499451
74,1121,0.5935207605361938,0.3549315929412842
75,1121,0.48361796140670776,0.4052655100822449
76,1121,0.5746552348136902,0.4611639380455017
77,1121,0.6120792627334595,0.5774692296981812
78,1121,0.39652004837989807,0.48662710189819336
79,1121,0.6204966306686401,0.4233614206314087
80,1121,0.38769543170928955,0.37289753556251526
81,1121,0.5047367811203003,0.4132503569126129
82,1121,0.6354016661643982,0.3886949419975281
83,1121,0.3558674156665802,0.38858145475387573
84,1121,0.5876654386520386,0.3659282922744751
85,1121,0.732605516910553,0.39218199253082275
86,1121,0.6492422819137573,0.4255824387073517
87,1121,0.6108556985855103,0.4264717698097229
88,1121,0.6063104271888733,0.4807625412940979
89,1121,0.630969762802124,0.44161853194236755
90,1121,0.5034253597259521,0.39671459794044495
91,1121,0.634601354598999,0.42090338468551636
92,1121,0.4361990690231323,0.4589257836341858
93,1121,0.4950432777404785,0.4486818313598633
94,1121,0.523975670337677,0.4438418745994568
95,1121,0.5773919224739075,0.5438817739486694
96,1121,0.49272680282592773,0.46213439106941223
97,1121,0.4752040505409241,0.4813384413719177
98,1121,0.7349151968955994,0.4258910119533539
99,1121,0.48209550976753235,0.46460866928100586
100,1121,0.40481969714164734,0.47010600566864014
101,1121,0.5045487880706787,0.4536939859390259
102,1121,0.5733240246772766,0.5144436955451965
103,1121,0.45454317331314087,0.4185563027858734
104,1121,0.46794044971466064,0.4761178195476532
105,1121,0.5977561473846436,0.5162379145622253
106,1121,0.40585896372795105,0.523301362991333
107,1121,0.6662426590919495,0.49373844265937805
108,1121,0.5563607811927795,0.37585240602493286
109,1121,0.6553881168365479,0.4570635259151459
110,1121,0.7493136525154114,0.5456584095954895
111,1121,0.5052692294120789,0.5552933216094971
112,1121,0.40274685621261597,0.46270158886909485
113,1121,0.6309802532196045,0.3827582597732544
114,1121,0.42827022075653076,0.49321386218070984
115,1121,0.3868967592716217,0.48098650574684143
116,1121,0.46228235960006714,0.4413314163684845
117,1121,0.5546397566795349,0.340155690908432
118,1121,0.48559436202049255,0.46108436584472656
119,1121,0.5027534365653992,0.5095535516738892
120,1121,0.5645020008087158,0.4590952694416046
121,1121,0.682852566242218,0.49330058693885803
122,1121,0.6090832352638245,0.5276946425437927
123,1121,0.47729355096817017,0.37272539734840393
