Epoch number,Epoch spec length,Average test loss,Average train loss
201,945,0.41245585680007935,0.6626484990119934
202,1041,0.6199361681938171,0.6815487742424011
203,849,0.5650749206542969,0.5348914861679077
204,833,0.41821053624153137,0.689629316329956
205,833,0.4198668897151947,0.5245754718780518
206,801,0.6583929061889648,0.635816752910614
207,1089,0.5664758682250977,0.6787353157997131
208,913,0.41846469044685364,0.7349681258201599
209,817,0.5244688391685486,0.6332624554634094
210,1089,0.4640703797340393,0.4739762544631958
211,1041,0.45840421319007874,0.6278429627418518
212,833,0.5145872831344604,0.5010309815406799
213,1025,0.5374808311462402,0.42088693380355835
214,865,0.5156610608100891,0.5116791129112244
215,849,0.4203413426876068,0.7379670739173889
216,961,0.40826424956321716,0.5022507905960083
217,945,0.34896278381347656,0.5188285112380981
218,1105,0.31614410877227783,0.48781388998031616
219,881,0.4098811745643616,0.6193073987960815
220,1057,0.555474042892456,0.7936812043190002
221,961,0.4222022294998169,0.6918325424194336
222,1009,0.5194495916366577,0.5563724040985107
223,881,0.4521925151348114,0.5118288993835449
224,1089,0.4116380512714386,0.5186676383018494
225,929,0.43404528498649597,0.4786843955516815
226,881,0.47660160064697266,0.3670896589756012
227,1057,0.45289069414138794,0.636822521686554
228,1025,0.47489985823631287,0.5417330861091614
229,1009,0.4302492141723633,0.523894190788269
230,1057,0.561725378036499,0.44428420066833496
231,881,0.32987430691719055,0.6498692631721497
232,849,0.377922385931015,0.6502180099487305
233,833,0.5237081050872803,0.6058287024497986
234,801,0.5669439435005188,0.577452540397644
235,929,0.451396107673645,0.5533556938171387
236,881,0.6794977784156799,0.5789505839347839
237,817,0.4439149796962738,0.6081089377403259
238,913,0.4200578033924103,0.4649737775325775
239,897,0.5027170181274414,0.6955328583717346
240,817,0.4916629493236542,0.5914129018783569
241,1057,0.5133876800537109,0.7210650444030762
242,993,0.48699524998664856,0.6039109826087952
243,945,0.6442162394523621,0.6899353861808777
244,881,0.6023200750350952,0.5420445203781128
245,897,0.4282141327857971,0.5252977013587952
246,1009,0.41052958369255066,0.6383554339408875
247,1089,0.3465893864631653,0.5846378803253174
248,961,0.4385671317577362,0.5724198222160339
249,801,0.5934132933616638,0.5885903239250183
250,865,0.553211510181427,0.5354939103126526
251,1057,0.462167352437973,0.5830485820770264
252,1105,0.39447686076164246,0.7221367359161377
253,849,0.5213267803192139,0.7961861491203308
254,945,0.40005236864089966,0.5738202929496765
255,977,0.5589286088943481,0.5516704320907593
256,1009,0.3006785809993744,0.7234870195388794
257,1041,0.4857248067855835,0.8217883706092834
258,1009,0.42720526456832886,0.5670739412307739
259,1025,0.6172489523887634,0.48875439167022705
260,1009,0.34202122688293457,0.4524286985397339
261,1057,0.5204635858535767,0.5379305481910706
262,865,0.5394472479820251,0.5268536806106567
263,929,0.4217780828475952,0.48722004890441895
264,881,0.47972533106803894,0.5500807166099548
265,849,0.4459567666053772,0.4517601728439331
266,833,0.3978622555732727,0.6288371086120605
267,1073,0.5635387301445007,0.7065318822860718
268,1105,0.31373098492622375,0.5259854197502136
269,993,0.46889352798461914,0.5663734674453735
270,961,0.3414902985095978,0.6784391403198242
271,945,0.47508352994918823,0.6594189405441284
272,849,0.4195753335952759,0.6519997715950012
273,961,0.40791013836860657,0.7012908458709717
274,897,0.5166511535644531,0.6310847401618958
275,1057,0.42026835680007935,0.6074845790863037
276,881,0.5373910069465637,0.4932418167591095
277,929,0.47782039642333984,0.5286855101585388
278,833,0.5279062986373901,0.5647199153900146
279,881,0.6435483694076538,0.4838460087776184
280,833,0.345089852809906,0.7691163420677185
281,1089,0.46128952503204346,0.5504052042961121
282,817,0.48335233330726624,0.5316053628921509
283,1073,0.5509039163589478,0.6123913526535034
284,865,0.4394392967224121,0.5373656749725342
285,993,0.4189003109931946,0.7428808212280273
286,801,0.4048936665058136,0.7689324021339417
287,897,0.5198952555656433,0.39950332045555115
288,977,0.6592038869857788,0.5681714415550232
289,1073,0.4682050347328186,0.5288687348365784
290,961,0.5722421407699585,0.648097038269043
291,977,0.5423710942268372,0.6220555901527405
292,865,0.4679810702800751,0.555576741695404
293,1009,0.31739526987075806,0.6278130412101746
294,897,0.4209628999233246,0.5625107884407043
295,801,0.5140511989593506,0.7415526509284973
296,881,0.35600990056991577,0.5249974131584167
297,945,0.3510138988494873,0.4916561245918274
298,929,0.37863972783088684,0.5741474628448486
299,977,0.5035845637321472,0.659927248954773
