Epoch number,Epoch spec length,Average test loss,Average train loss
59,993,0.5953567028045654,0.4454706609249115
60,881,0.6434428095817566,0.5993956923484802
61,849,0.5585108995437622,0.6154335141181946
62,945,0.608588457107544,0.6006999611854553
63,1073,0.5028029680252075,0.5870094895362854
64,817,0.5040782690048218,0.551906406879425
65,817,0.6457985639572144,0.6476150155067444
66,881,0.5145012736320496,0.5768683552742004
67,1105,0.6485608816146851,0.4853094816207886
68,929,0.43342605233192444,0.5914664268493652
69,1105,0.5143556594848633,0.550427258014679
70,961,0.4857911765575409,0.5205176472663879
71,897,0.3591412901878357,0.623234748840332
72,1025,0.5686917901039124,0.5822749137878418
73,945,0.5658582448959351,0.5676416754722595
74,1025,0.4120728373527527,0.6072214245796204
75,993,0.6897317171096802,0.6263338327407837
76,865,0.5019818544387817,0.5585447549819946
77,1041,0.4837092459201813,0.5662882328033447
78,865,0.5270468592643738,0.6393411159515381
79,1009,0.5325542688369751,0.5779104828834534
80,833,0.5427047610282898,0.5982494354248047
81,1025,0.5556615591049194,0.48317158222198486
82,1009,0.4702656865119934,0.6403284668922424
83,1105,0.7775743007659912,0.6479841470718384
84,913,0.43614810705184937,0.5394745469093323
85,1009,0.49635571241378784,0.6217769384384155
86,817,0.7494191527366638,0.5459414124488831
87,945,0.5868443250656128,0.4752616882324219
88,1073,0.4665151834487915,0.5757506489753723
89,817,0.5404128432273865,0.5934184789657593
90,865,0.7309010028839111,0.4916594922542572
91,833,0.561816930770874,0.6806498169898987
92,801,0.48011577129364014,0.5827108025550842
93,945,0.5384856462478638,0.5415030121803284
94,945,0.7317367792129517,0.5666806697845459
95,929,0.25268885493278503,0.4457281529903412
96,929,0.668380618095398,0.530974805355072
97,1073,0.4246612787246704,0.4565976858139038
98,1057,0.5550023913383484,0.5449679493904114
99,849,0.46964308619499207,0.6516581177711487
100,977,0.36492663621902466,0.4297601878643036
101,897,0.5467602014541626,0.599733829498291
102,1057,0.4719807505607605,0.5626389980316162
103,849,0.6396804451942444,0.5788333415985107
104,1073,0.837918758392334,0.5995055437088013
105,801,0.6209876537322998,0.6197850704193115
106,1057,0.3378802537918091,0.6024864315986633
107,849,0.5533322095870972,0.5191272497177124
108,801,0.6389693021774292,0.5515481233596802
109,1105,0.7766510248184204,0.6728845834732056
110,865,0.5873197913169861,0.6262911558151245
111,881,0.5032259225845337,0.5327690243721008
112,1057,0.6135489344596863,0.6470966339111328
113,1041,0.23086996376514435,0.4018721580505371
114,1041,0.4893343448638916,0.5025225281715393
115,897,0.8300653100013733,0.5158923864364624
116,817,0.3370864987373352,0.5691251158714294
117,1105,0.5895743370056152,0.5369035005569458
118,1089,0.5173994302749634,0.554853081703186
119,1009,0.601732611656189,0.6653090119361877
120,881,0.5180633664131165,0.48392972350120544
121,801,0.5631546378135681,0.45553669333457947
122,1057,0.5207359194755554,0.5820754766464233
123,1025,0.3843037188053131,0.6202465295791626
124,945,0.8239136934280396,0.4751911759376526
125,929,0.7364292144775391,0.5638325214385986
126,1025,0.6019664406776428,0.6332858800888062
127,1041,0.6026245355606079,0.6540815830230713
128,1025,0.8521146178245544,0.5829004645347595
129,817,0.47329992055892944,0.37199702858924866
130,929,0.5872722268104553,0.6041315197944641
131,913,0.5897309184074402,0.5098145604133606
132,1009,0.6788171529769897,0.47513407468795776
133,881,0.4125412106513977,0.5698381066322327
134,1009,0.5703185796737671,0.5431798696517944
135,1009,0.27001580595970154,0.5950152277946472
136,961,0.44996732473373413,0.4701933264732361
137,849,0.35690996050834656,0.5932614803314209
138,1073,0.6709305047988892,0.5157845616340637
139,929,0.689708948135376,0.5593834519386292
140,1073,0.362982839345932,0.43939849734306335
141,1009,0.31984713673591614,0.47544020414352417
142,913,0.6953310966491699,0.6580488681793213
143,881,0.5295092463493347,0.5924822688102722
144,1009,0.5387732982635498,0.4997323751449585
145,865,0.5434820652008057,0.4569728374481201
146,977,0.4259955585002899,0.6394420266151428
147,913,0.5356266498565674,0.4724296033382416
148,849,0.3383384644985199,0.4787389636039734
149,945,0.5894537568092346,0.5184116959571838
